Generated by ZY code

375 atoms
2 atom types
250 bonds
1 bond types
125 angles
1 angle types
0 dihedrals
0 dihedral types
0 impropers
0 improper types

0.0000000000000000 38.9602330554719742 xlo xhi
0.0000000000000000 38.9602330554719742 ylo yhi
0.0000000000000000 38.9602330554719742 zlo zhi

Masses

1 57.116
2 98.189

Atoms # full

1 1 1 0.000000 38.261092 26.128490 27.585704
2 1 2 0.000000 2.118752 20.899887 28.346033
3 1 1 0.000000 3.606425 15.833742 32.134682
4 2 1 0.000000 35.483381 23.476876 10.082191
5 2 2 0.000000 38.620505 27.551071 6.120033
6 2 1 0.000000 2.859400 29.527613 0.842596
7 3 1 0.000000 8.153371 32.412503 7.566116
8 3 2 0.000000 11.904906 33.481770 2.921637
9 3 1 0.000000 13.044170 35.194267 35.282020
10 4 1 0.000000 20.616285 26.778411 9.791411
11 4 2 0.000000 17.818764 21.568198 9.485428
12 4 1 0.000000 20.031284 16.310279 7.716223
13 5 1 0.000000 32.459046 23.917795 35.244020
14 5 2 0.000000 28.076445 24.968987 31.637580
15 5 1 0.000000 27.820685 22.781723 26.215288
16 6 1 0.000000 3.148330 13.194364 26.914576
17 6 2 0.000000 35.635856 12.051798 25.853488
18 6 1 0.000000 30.667957 9.421708 26.733609
19 7 1 0.000000 2.279694 33.270808 12.624251
20 7 2 0.000000 35.331644 30.692688 13.516950
21 7 1 0.000000 32.220102 25.077172 14.534186
22 8 1 0.000000 26.990600 9.332192 0.511832
23 8 2 0.000000 27.261083 3.986739 2.443961
24 8 1 0.000000 30.171300 0.782159 7.021147
25 9 1 0.000000 4.750098 36.647931 7.959208
26 9 2 0.000000 7.880509 37.004670 2.914122
27 9 1 0.000000 7.344219 38.381587 35.730420
28 10 1 0.000000 22.841069 37.338518 14.939739
29 10 2 0.000000 16.125565 37.559005 14.311935
30 10 1 0.000000 10.249890 0.309045 15.365858
31 11 1 0.000000 22.640359 34.062629 0.075999
32 11 2 0.000000 20.947630 0.065993 35.598792
33 11 1 0.000000 22.046151 4.196203 30.774006
34 12 1 0.000000 17.626723 4.198674 7.419816
35 12 2 0.000000 18.871318 7.517986 11.996856
36 12 1 0.000000 22.357608 8.179280 17.944178
37 13 1 0.000000 33.946570 9.827444 32.079839
38 13 2 0.000000 33.557875 6.290144 27.840807
39 13 1 0.000000 31.790002 0.611873 29.301711
40 14 1 0.000000 14.649733 28.189711 29.167639
41 14 2 0.000000 13.408773 22.428942 30.980463
42 14 1 0.000000 13.096763 16.608258 33.757542
43 15 1 0.000000 38.905723 16.828805 35.750187
44 15 2 0.000000 37.316424 16.414073 1.333335
45 15 1 0.000000 34.686439 13.715841 6.306840
46 16 1 0.000000 18.907357 8.438357 3.365737
47 16 2 0.000000 17.803516 11.633472 9.172247
48 16 1 0.000000 19.491799 12.288945 15.130083
49 17 1 0.000000 8.463577 4.816519 18.536542
50 17 2 0.000000 3.319529 5.763888 17.828720
51 17 1 0.000000 0.483073 0.710603 16.580450
52 18 1 0.000000 2.001441 4.755516 22.069932
53 18 2 0.000000 7.847802 2.286180 21.944243
54 18 1 0.000000 8.764496 36.685123 19.183736
55 19 1 0.000000 36.186187 36.790600 37.969542
56 19 2 0.000000 0.536493 38.639088 33.115153
57 19 1 0.000000 2.020615 34.743436 29.701310
58 20 1 0.000000 22.751100 24.238344 19.429135
59 20 2 0.000000 26.134439 27.548698 23.160714
60 20 1 0.000000 31.789913 29.275662 24.623048
61 21 1 0.000000 20.368731 18.510594 2.571349
62 21 2 0.000000 16.180005 22.802731 4.951054
63 21 1 0.000000 14.782496 29.015901 5.670177
64 22 1 0.000000 5.691954 18.296125 38.136827
65 22 2 0.000000 9.907455 19.222663 3.938660
66 22 1 0.000000 14.158911 17.314322 7.670937
67 23 1 0.000000 1.420110 20.314971 2.658173
68 23 2 0.000000 1.433641 22.980372 7.211311
69 23 1 0.000000 3.524290 27.927223 8.639667
70 24 1 0.000000 20.616127 21.342894 35.690389
71 24 2 0.000000 19.238163 27.526959 33.370505
72 24 1 0.000000 17.982459 31.183171 28.478361
73 25 1 0.000000 31.587607 33.545195 31.078702
74 25 2 0.000000 32.433254 27.023757 29.864815
75 25 1 0.000000 32.203600 23.632714 25.591502
76 26 1 0.000000 2.495347 34.859191 25.797796
77 26 2 0.000000 35.708568 38.189577 25.102273
78 26 1 0.000000 31.027423 1.195648 21.542819
79 27 1 0.000000 0.680151 10.263763 0.624611
80 27 2 0.000000 3.148421 6.290271 4.916115
81 27 1 0.000000 5.843430 2.339376 8.993677
82 28 1 0.000000 1.960764 22.950417 19.108531
83 28 2 0.000000 0.779442 18.949772 23.974436
84 28 1 0.000000 34.595532 16.991448 27.332525
85 29 1 0.000000 26.430365 24.163606 6.601202
86 29 2 0.000000 24.472894 27.156928 1.671248
87 29 1 0.000000 23.262206 30.742801 35.178197
88 30 1 0.000000 14.669137 27.253826 13.592028
89 30 2 0.000000 16.404476 21.361794 14.172230
90 30 1 0.000000 21.245417 16.436557 14.559588
91 31 1 0.000000 37.435972 31.033678 37.839709
92 31 2 0.000000 36.559108 35.185763 32.725337
93 31 1 0.000000 35.898688 1.913273 30.286476
94 32 1 0.000000 10.038040 21.650400 14.424202
95 32 2 0.000000 14.707694 17.970118 16.984558
96 32 1 0.000000 20.294359 14.410514 19.281442
97 33 1 0.000000 36.900980 28.651755 10.123191
98 33 2 0.000000 37.502352 25.520307 15.229071
99 33 1 0.000000 33.600723 21.894545 18.967654
100 34 1 0.000000 30.241052 6.349874 21.269614
101 34 2 0.000000 30.161536 7.470303 14.622706
102 34 1 0.000000 27.413321 4.058825 10.677762
103 35 1 0.000000 35.659621 27.398697 35.680969
104 35 2 0.000000 35.762425 30.975679 30.516134
105 35 1 0.000000 32.832054 35.220639 26.677397
106 36 1 0.000000 29.972147 21.415988 4.454719
107 36 2 0.000000 31.520956 26.157527 8.915611
108 36 1 0.000000 29.916717 31.787329 12.180643
109 37 1 0.000000 7.676066 4.119912 2.415826
110 37 2 0.000000 11.182161 4.193848 7.011923
